,wave_id,transcript,Speaker,Gender,Age_Range,Pronunciation_dialect
8331,b0279,He gave one last snarl and slid from view among the trees.,856,Female,Adult,American English
8332,b0270,We could throw stones with our feet.,856,Female,Adult,American English
8333,b0272,These were merely stout sticks an inch or so in diameter.,856,Female,Adult,American English
8384,b0278,Now animals do not like mockery.,862,Female,Adult,Australian English
8385,b0280,"Again the girls applauded, and Mrs Hall cried.",862,Female,Adult,Australian English
8386,b0276,We were now good friends.,862,Female,Adult,Australian English
8387,b0275,But I did not enjoy it long.,862,Female,Adult,Australian English
8388,b0274,From the source of light a harsh voice said.,862,Female,Adult,Australian English
8389,b0281,Just the same I'd sooner be myself than have book indigestion.,862,Female,Adult,Australian English
8390,b0282,Some of the smaller veins had doubtless been ruptured.,862,Female,Adult,Australian English
8391,b0283, we were without this momentum.,862,Female,Adult,Australian English
8392,b0277,Two of the Folk were already up.,862,Female,Adult,Australian English
8393,b0279,He gave one last snarl and slid from view among the trees.,862,Female,Adult,Australian English
9044,b0161,"In a flash he was on his feet, facing him.",928,Female,Youth,European English
9045,b0167,"A little before dawn of the day following, the fire relief came.",928,Female,Youth,European English
9046,b0162,He thought he saw a shudder pass through the Factor's shoulders.,928,Female,Youth,European English
9047,b0168,The Indian felt the worship of her warm in his heart.,928,Female,Youth,European English
9048,b0169,He drew in a deep breath as he looked at them.,928,Female,Youth,European English
9049,b0170,"Then he shouted, Shut up.",928,Female,Youth,European English
9050,b0166,"Fast, but endure.",928,Female,Youth,European English
9051,b0165,"He pulled, and the log crashed down to break his back.",928,Female,Youth,European English
9052,b0164,They laughed like two happy children.,928,Female,Youth,European English
9053,b0163,The moon had already begun its westward decline.,928,Female,Youth,European English
9164,b0491,"Jacob Brinker, who was his roadmate, brought the news.",942,Female,Adult,American English
9165,b0489,"He was a merry monarch, especially so for an Asiatic.",942,Female,Adult,American English
9166,b0490,What an excited whispering and conferring took place.,942,Female,Adult,American English
9167,b0493,You yellow giant thing of the frost.,942,Female,Adult,American English
9168,b0492,Thus he turned the tenets and jargon of psychology back on me.,942,Female,Adult,American English
9169,b0486,"But why continue the tirade, for tirade it was.",942,Female,Adult,American English
9170,b0488,"Beyond refusing to sell us food, they left us to ourselves.",942,Female,Adult,American English
9171,b0487,After all superfluous flesh is gone what is left is stringy and resistant.,942,Female,Adult,American English
9172,b0494,Never so strange a prophet came up to Jerusalem.,942,Female,Adult,American English
9173,b0495,We who have endured so much surely can endure a little more.,942,Female,Adult,American English
9174,b0503,The scents of strange vegetation blew off the tropic land.,943,Female,Adult,American English
9175,b0497,One great drawback to farming in California is our long dry summer.,943,Female,Adult,American English
9176,b0498,"I remembered the red wine of the Italian rancho, and shuddered inwardly.",943,Female,Adult,American English
9177,b0506,It would help to tide me along until I got steady employment.,943,Female,Adult,American English
9178,b0499,"I said, and dismissed the matter as not worth thinking about.",943,Female,Adult,American English
9179,b0500,Then came my boy code.,943,Female,Adult,American English
9180,b0501,"And wherever I ranged, the way lay along alcohol-drenched roads.",943,Female,Adult,American English
9181,b0505,How valiantly I went at it that first day.,943,Female,Adult,American English
9182,b0502,"And as we hurried up town, Joe Goose explained.",943,Female,Adult,American English
9183,b0504,"The life there was healthful and athletic, but too juvenile.",943,Female,Adult,American English
9424,b0254,At the same time spears and arrows began to fall among the invaders.,969,Female,Adult,British English
9425,b0255,"Then, again, Tudor had such an irritating way about him.",969,Female,Adult,British English
9426,b0256,"Outwardly, he maintained a calm and smiling aspect.",969,Female,Adult,British English
9427,b0257,Tudor surveyed him with withering disgust.,969,Female,Adult,British English
9428,b0258,"You fired me out of your house, in short.",969,Female,Adult,British English
9429,b0259,"Her mouth opened, but instead of speaking she drew a long sigh.",969,Female,Adult,British English
9430,b0260,It's worth eight dollars.,969,Female,Adult,British English
9431,b0261,And he did hurt my arm.,969,Female,Adult,British English
9432,b0253,The very opposite is true; they are discouraged vagabonds.,969,Female,Adult,British English
9433,b0262,Saxon's onto her job.,969,Female,Adult,British English
9444,ar-19,"""Well,"" said the old rat, ""we can't wait for you to join us. Right about face! March!""",971,Female,Adult,British English
9445,ar-13,We found a stone house where there is room for us all.,971,Female,Adult,British English
9446,ar-20,Arthur stood and watched them hurry away.,971,Female,Adult,British English
9447,ar-14,"There is a kindly horse named Nelly, a cow, a calf, and a garden with an elm tree.",971,Female,Adult,British English
9448,ar-15,The rats crawled out of their little houses and stood on the floor in a long line.,971,Female,Adult,British English
9449,ar-16,Just then the old rat saw Arthur. Stop. he ordered coarsely.,971,Female,Adult,British English
9450,ar-17,"""You are coming, of course."" ""I'm not certain,"" said Arthur, undaunted,",971,Female,Adult,British English
9451,ar-12,"Within five hours the ten scouts came back and said,",971,Female,Adult,British English
9452,ar-18,"""The roof may not come down yet.""",971,Female,Adult,British English
9453,ar-21,"""I think I'll go tomorrow,"" he said calmly to himself, ""but then again I don't know;""",971,Female,Adult,British English
9483,a0409,He could feel a new stir in the land.,975,Female,Adult,American English
9484,a0414,Now our figuring was all right.,975,Female,Adult,American English
9485,a0412,There is another virtue in these bulkheads.,975,Female,Adult,American English
9486,a0411,It will break our hearts and our backs to hoist anchor by hand.,975,Female,Adult,American English
9487,a0410,So we have to fit the boat throughout with oil lamps as well.,975,Female,Adult,American English
9488,a0408,The Eldorado emptied its occupants into the street to see the test.,975,Female,Adult,American English
9489,a0405,It seemed the ordained order of things that dogs should work.,975,Female,Adult,American English
9490,a0406,And that was the last of Francois and Perrault.,975,Female,Adult,American English
9491,a0407,"Mercedes screamed, cried, laughed, and manifested the chaotic abandonment of hysteria.",975,Female,Adult,American English
9492,a0413,But I am at the end of my resources.,975,Female,Adult,American English
9600,a0511,There is more behind this than a mere university ideal.,987,Female,Youth,Indian English
9601,a0502,Anything unusual or abnormal was sufficient to send a fellow to Molokai.,987,Female,Youth,Indian English
9602,a0503,His beady black eyes saw bargains where other men saw bankruptcy.,987,Female,Youth,Indian English
9603,a0504,He was an athlete and a giant.,987,Female,Youth,Indian English
9604,a0505,We fished sharks on Niihau together.,987,Female,Youth,Indian English
9605,a0508,Soon shall it be thrust back from off prostrate humanity.,987,Female,Youth,Indian English
9606,a0509,"Yet, in accordance with Ernest's test of truth, it worked.",987,Female,Youth,Indian English
9607,a0510,Much more Ernest told them of themselves and of his disillusionment.,987,Female,Youth,Indian English
9608,a0512,"No, it is a palace, wherein there are many servants.",987,Female,Youth,Indian English
9609,a0506,The Claudine was leaving next morning for Honolulu.,987,Female,Youth,Indian English
9930,b0157,In the crib the baby sat up and began to prattle.,1022,Female,Adult,American English
9931,b0161,"In a flash he was on his feet, facing him.",1022,Female,Adult,American English
9932,b0160,It was over when he made his way through the ring of spectators.,1022,Female,Adult,American English
9933,b0162,He thought he saw a shudder pass through the Factor's shoulders.,1022,Female,Adult,American English
9934,b0163,The moon had already begun its westward decline.,1022,Female,Adult,American English
9935,b0164,They laughed like two happy children.,1022,Female,Adult,American English
9936,b0159,His teeth shut with a last click.,1022,Female,Adult,American English
9937,b0165,"He pulled, and the log crashed down to break his back.",1022,Female,Adult,American English
9938,b0166,"Fast, but endure.",1022,Female,Adult,American English
9939,b0158,"She obeyed, shrinking back with the baby in her arms.",1022,Female,Adult,American English
10289,b0036,"He wondered, too, where Roscoe was.",1059,Female,Adult,American English
10290,b0033,How does your wager look now.,1059,Female,Adult,American English
10291,b0034,He confessed that the sketch had startled him.,1059,Female,Adult,American English
10292,b0037,Philip knew that she was not an Indian.,1059,Female,Adult,American English
10293,b0042,Ten minutes had not elapsed since he had dropped the handkerchief.,1059,Female,Adult,American English
